account_no,family_members,segment_gender_f,segment_gender_m,age_group,district,region,segment_cd_lifestyle,segment_dsc_lifestyle,segment_cd_value_cnt,segment_dsc_value_cnt,segment_cd_lifestage,segment_dsc_lifestage,segment_cd_pss,segment_dsc_pss
839930521595,3,1,0,>=65 anos,vila real,interior norte,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,9,No Value
839939243942,6,0,1,45-55 anos,na,NA,3,Os Pais Práticos,7,Occasional Small,4,Family With Kids,5,Low Price/own Brand
839944876568,4,0,1,>=65 anos,ilha da madeira,litoral sul,5,Os Tradicionais Frequentes,2,Loyal Medium,2,Senior,6,Neutral Ps
839945962291,4,1,1,45-55 anos,ilha da madeira,litoral sul,4,Os Generalistas Disciplinados,2,Loyal Medium,3,Family With Young Adults,6,Neutral Ps
839946639246,7,1,0,>=65 anos,ilha da madeira,litoral sul,1,Os Saudáveis Exigentes,2,Loyal Medium,2,Senior,6,Neutral Ps
839946843544,1,1,0,>=65 anos,ilha da madeira,litoral sul,3,Os Pais Práticos,4,Frequent Medium,2,Senior,6,Neutral Ps
839947295820,5,1,1,35-45 anos,ilha do faial,INSCO,6,Os Económicos Focados,2,Loyal Medium,4,Family With Kids,6,Neutral Ps
839949954817,2,1,1,55-65 anos,portalegre,interior centro,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,9,No Value
839952058567,4,1,0,55-65 anos,vila real,interior norte,4,Os Generalistas Disciplinados,6,Occasional Medium,3,Family With Young Adults,2,High Ps
839954041833,2,0,1,>=65 anos,braga,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839955596039,3,1,1,45-55 anos,santarém,interior centro,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,4,Medium Ps
839956443666,4,1,1,45-55 anos,coimbra,litoral centro,3,Os Pais Práticos,1,Loyal Large,3,Family With Young Adults,6,Neutral Ps
839956672028,2,1,0,55-65 anos,porto,litoral norte,1,Os Saudáveis Exigentes,5,Frequent Small,5,Active Adults,3,Medium-high Ps
839960808338,4,1,1,55-65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,1,Loyal Large,5,Active Adults,1,Very High Ps
839963623204,4,1,1,45-55 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,6,Occasional Medium,3,Family With Young Adults,6,Neutral Ps
839968922104,4,1,0,35-45 anos,vila real,interior norte,2,Os Urbanos Sofisticados,1,Loyal Large,5,Active Adults,1,Very High Ps
839970112927,5,0,1,55-65 anos,setúbal,litoral sul,1,Os Saudáveis Exigentes,5,Frequent Small,5,Active Adults,1,Very High Ps
839979483424,3,1,0,35-45 anos,porto,litoral norte,4,Os Generalistas Disciplinados,3,Loyal Small,5,Active Adults,3,Medium-high Ps
839979796590,2,1,0,>=65 anos,porto,litoral norte,2,Os Urbanos Sofisticados,5,Frequent Small,2,Senior,5,Low Price/own Brand
839990760217,4,1,0,35-45 anos,porto,litoral norte,3,Os Pais Práticos,5,Frequent Small,4,Family With Kids,5,Low Price/own Brand
839995323097,1,0,1,>=65 anos,faro,sul,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,1,Very High Ps
839997434852,6,0,1,>=65 anos,aveiro,litoral norte,8,Sem Valor,8,No Value,6,No Value,9,No Value
840000962648,4,1,0,45-55 anos,na,NA,1,Os Saudáveis Exigentes,1,Loyal Large,3,Family With Young Adults,6,Neutral Ps
840006756599,2,1,0,35-45 anos,lisboa,litoral sul,6,Os Económicos Focados,4,Frequent Medium,4,Family With Kids,5,Low Price/own Brand
840026816946,4,1,1,45-55 anos,santarém,interior centro,5,Os Tradicionais Frequentes,2,Loyal Medium,5,Active Adults,1,Very High Ps
840028476209,3,1,0,55-65 anos,évora,interior sul,1,Os Saudáveis Exigentes,2,Loyal Medium,5,Active Adults,1,Very High Ps
840030752288,3,1,1,45-55 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,4,Family With Kids,6,Neutral Ps
840038487936,4,0,1,55-65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,2,Senior,3,Medium-high Ps
840049291024,0,0,1,35-45 anos,na,NA,4,Os Generalistas Disciplinados,6,Occasional Medium,6,No Value,5,Low Price/own Brand
840063046538,2,0,1,45-55 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,2,Senior,8,Price Upscale
840073653481,2,1,0,35-45 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,3,Loyal Small,4,Family With Kids,8,Price Upscale
840081410373,2,0,1,>=65 anos,leiria,litoral centro,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840094186715,3,1,0,35-45 anos,castelo branco,interior centro,5,Os Tradicionais Frequentes,6,Occasional Medium,5,Active Adults,3,Medium-high Ps
840099134403,2,1,1,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,5,Low Price/own Brand
840100639686,3,1,0,55-65 anos,ilha de são miguel,INSCO,4,Os Generalistas Disciplinados,4,Frequent Medium,2,Senior,6,Neutral Ps
840107192105,2,1,0,35-45 anos,leiria,litoral centro,6,Os Económicos Focados,3,Loyal Small,4,Family With Kids,2,High Ps
840107440506,2,1,0,35-45 anos,évora,interior sul,2,Os Urbanos Sofisticados,4,Frequent Medium,5,Active Adults,3,Medium-high Ps
840114032466,13,1,0,45-55 anos,braga,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840125266447,3,1,0,25-35 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,6,Occasional Medium,4,Family With Kids,5,Low Price/own Brand
840125917417,2,1,0,>=65 anos,aveiro,litoral norte,1,Os Saudáveis Exigentes,4,Frequent Medium,2,Senior,3,Medium-high Ps
840129618454,4,1,0,25-35 anos,aveiro,litoral norte,3,Os Pais Práticos,1,Loyal Large,5,Active Adults,3,Medium-high Ps
840135041369,4,1,1,45-55 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,3,Family With Young Adults,5,Low Price/own Brand
840141094349,3,1,0,>=65 anos,braga,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840141887913,9,1,0,45-55 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,2,High Ps
840144939513,4,1,1,55-65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,4,Family With Kids,8,Price Upscale
840158350144,4,1,0,35-45 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,4,Family With Kids,6,Neutral Ps
840158426580,1,0,1,25-35 anos,braga,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,6,Neutral Ps
840162599976,3,0,1,35-45 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,4,Family With Kids,7,No Ps
840165086463,1,1,0,25-35 anos,na,NA,5,Os Tradicionais Frequentes,7,Occasional Small,2,Senior,3,Medium-high Ps
840166175197,2,0,1,35-45 anos,lisboa,litoral sul,3,Os Pais Práticos,8,No Value,4,Family With Kids,2,High Ps
840167594222,4,1,1,45-55 anos,castelo branco,interior centro,3,Os Pais Práticos,7,Occasional Small,5,Active Adults,7,No Ps
840187886939,17,1,0,45-55 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,5,Frequent Small,5,Active Adults,2,High Ps
840197258821,0,1,0,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,6,Neutral Ps
840201225641,2,1,0,55-65 anos,aveiro,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,3,Family With Young Adults,7,No Ps
840201407535,2,1,0,>=65 anos,setúbal,litoral sul,8,Sem Valor,8,No Value,6,No Value,7,No Ps
840209861449,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840213837146,4,0,1,35-45 anos,faro,sul,7,Os Promocionais Atentos,7,Occasional Small,4,Family With Kids,7,No Ps
840217484961,0,1,0,55-65 anos,na,NA,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
840218014078,3,1,1,>=65 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,2,Senior,1,Very High Ps
840220509890,6,1,0,25-35 anos,vila real,interior norte,5,Os Tradicionais Frequentes,7,Occasional Small,3,Family With Young Adults,5,Low Price/own Brand
840221061441,0,0,1,45-55 anos,braga,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840233723092,1,0,1,>=65 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,7,Occasional Small,2,Senior,6,Neutral Ps
840235621464,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840236481859,2,0,1,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,1,Very High Ps
840237087319,1,1,0,>=65 anos,portalegre,interior centro,1,Os Saudáveis Exigentes,1,Loyal Large,2,Senior,8,Price Upscale
840241829755,2,1,0,55-65 anos,coimbra,litoral centro,1,Os Saudáveis Exigentes,8,No Value,6,No Value,9,No Value
840243832258,2,1,1,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,3,Loyal Small,4,Family With Kids,8,Price Upscale
840247124427,0,0,1,35-45 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840249545333,2,1,1,25-35 anos,braga,litoral norte,3,Os Pais Práticos,4,Frequent Medium,4,Family With Kids,6,Neutral Ps
840252345289,0,1,1,55-65 anos,braga,litoral norte,5,Os Tradicionais Frequentes,1,Loyal Large,4,Family With Kids,1,Very High Ps
840252554301,0,1,1,25-35 anos,porto,litoral norte,2,Os Urbanos Sofisticados,4,Frequent Medium,3,Family With Young Adults,2,High Ps
840253827739,1,1,0,25-35 anos,braga,litoral norte,1,Os Saudáveis Exigentes,7,Occasional Small,4,Family With Kids,2,High Ps
840256291131,4,1,0,45-55 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
840268138618,0,1,0,18-25 anos,aveiro,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,4,Family With Kids,4,Medium Ps
840270410990,2,1,0,45-55 anos,viseu,interior norte,7,Os Promocionais Atentos,7,Occasional Small,5,Active Adults,9,No Value
840272171755,4,0,1,35-45 anos,vila real,interior norte,6,Os Económicos Focados,8,No Value,4,Family With Kids,7,No Ps
840274015705,0,0,0,45-55 anos,na,NA,4,Os Generalistas Disciplinados,4,Frequent Medium,2,Senior,3,Medium-high Ps
840274083025,3,1,0,25-35 anos,vila real,interior norte,3,Os Pais Práticos,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
840282611333,1,0,1,25-35 anos,santarém,interior centro,2,Os Urbanos Sofisticados,8,No Value,5,Active Adults,1,Very High Ps
840285655433,1,1,0,>=65 anos,ilha da madeira,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840287542981,2,1,0,45-55 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840290984733,2,1,0,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,6,Occasional Medium,2,Senior,5,Low Price/own Brand
840293024945,2,1,1,25-35 anos,porto,litoral norte,7,Os Promocionais Atentos,4,Frequent Medium,5,Active Adults,5,Low Price/own Brand
847000377465,0,0,1,>=65 anos,beja,interior sul,7,Os Promocionais Atentos,8,No Value,6,No Value,5,Low Price/own Brand
847007029381,0,1,1,55-65 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
847009255949,0,1,0,45-55 anos,évora,interior sul,8,Sem Valor,8,No Value,6,No Value,9,No Value
847102309692,5,1,0,35-45 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,3,Loyal Small,4,Family With Kids,6,Neutral Ps
847105163604,0,1,0,55-65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
847107121008,0,0,1,25-35 anos,lisboa,litoral sul,6,Os Económicos Focados,5,Frequent Small,5,Active Adults,7,No Ps
847108805911,0,1,0,45-55 anos,aveiro,litoral norte,8,Sem Valor,8,No Value,6,No Value,9,No Value
847111137269,0,1,0,45-55 anos,leiria,litoral centro,8,Sem Valor,8,No Value,6,No Value,9,No Value
849405233421,0,1,0,45-55 anos,na,NA,5,Os Tradicionais Frequentes,6,Occasional Medium,5,Active Adults,3,Medium-high Ps
849416725830,0,0,0,45-55 anos,na,NA,2,Os Urbanos Sofisticados,8,No Value,5,Active Adults,5,Low Price/own Brand
849420018461,0,0,0,25-35 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
849422560562,0,1,0,25-35 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,3,Family With Young Adults,7,No Ps
849422747099,0,0,0,35-45 anos,na,NA,6,Os Económicos Focados,1,Loyal Large,3,Family With Young Adults,7,No Ps
849429233289,0,0,0,35-45 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
849429691300,0,0,0,18-25 anos,na,NA,2,Os Urbanos Sofisticados,8,No Value,5,Active Adults,6,Neutral Ps
839907515944,4,0,1,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,2,Senior,2,High Ps
839909612672,2,1,1,>=65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,5,Frequent Small,2,Senior,2,High Ps
839910004619,3,0,1,>=65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,5,Low Price/own Brand
839913543668,2,0,1,55-65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,7,Occasional Small,5,Active Adults,2,High Ps
839918878291,4,1,0,35-45 anos,viana do castelo,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,9,No Value
839922625805,4,1,0,55-65 anos,porto,litoral norte,6,Os Económicos Focados,5,Frequent Small,2,Senior,3,Medium-high Ps
839924267195,4,1,0,45-55 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839932181827,4,0,1,45-55 anos,porto,litoral norte,4,Os Generalistas Disciplinados,4,Frequent Medium,5,Active Adults,1,Very High Ps
839935643735,1,0,0,>=65 anos,na,NA,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,2,High Ps
839939196002,4,0,1,>=65 anos,viseu,interior norte,5,Os Tradicionais Frequentes,6,Occasional Medium,6,No Value,2,High Ps
839940643898,2,0,1,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,5,Frequent Small,2,Senior,2,High Ps
839944305181,1,0,1,35-45 anos,leiria,litoral centro,7,Os Promocionais Atentos,8,No Value,2,Senior,4,Medium Ps
839946264486,3,1,1,55-65 anos,ilha da madeira,litoral sul,4,Os Generalistas Disciplinados,2,Loyal Medium,5,Active Adults,5,Low Price/own Brand
839952697442,4,1,1,55-65 anos,porto,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,5,Active Adults,4,Medium Ps
839956700523,3,0,1,35-45 anos,porto,litoral norte,6,Os Económicos Focados,6,Occasional Medium,5,Active Adults,5,Low Price/own Brand
839959717778,2,1,0,35-45 anos,porto,litoral norte,5,Os Tradicionais Frequentes,5,Frequent Small,4,Family With Kids,2,High Ps
839961845615,3,0,1,>=65 anos,aveiro,litoral norte,4,Os Generalistas Disciplinados,7,Occasional Small,2,Senior,3,Medium-high Ps
839961866887,3,1,0,>=65 anos,aveiro,litoral norte,4,Os Generalistas Disciplinados,6,Occasional Medium,6,No Value,9,No Value
839965299664,3,1,0,>=65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839969419358,4,0,1,>=65 anos,beja,interior sul,2,Os Urbanos Sofisticados,4,Frequent Medium,2,Senior,5,Low Price/own Brand
839969576280,3,1,1,55-65 anos,aveiro,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,9,No Value
839972595728,3,0,1,55-65 anos,setúbal,litoral sul,5,Os Tradicionais Frequentes,5,Frequent Small,2,Senior,6,Neutral Ps
839972857201,3,1,1,45-55 anos,portalegre,interior centro,3,Os Pais Práticos,4,Frequent Medium,4,Family With Kids,7,No Ps
839978593169,3,1,0,55-65 anos,porto,litoral norte,4,Os Generalistas Disciplinados,4,Frequent Medium,5,Active Adults,8,Price Upscale
839993583363,4,0,1,35-45 anos,leiria,litoral centro,7,Os Promocionais Atentos,8,No Value,6,No Value,7,No Ps
840002964398,5,1,0,>=65 anos,na,NA,5,Os Tradicionais Frequentes,6,Occasional Medium,6,No Value,9,No Value
840003480606,0,1,1,55-65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,1,Family Supporters,8,Price Upscale
840004371330,4,1,1,45-55 anos,braga,litoral norte,1,Os Saudáveis Exigentes,4,Frequent Medium,5,Active Adults,2,High Ps
840012646598,4,1,0,55-65 anos,aveiro,litoral norte,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,6,Neutral Ps
840013234920,2,1,1,>=65 anos,setúbal,litoral sul,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,4,Medium Ps
840017636617,3,1,1,>=65 anos,braga,litoral norte,1,Os Saudáveis Exigentes,7,Occasional Small,2,Senior,2,High Ps
840019399118,0,1,0,>=65 anos,faro,sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840023692229,4,1,0,45-55 anos,braga,litoral norte,6,Os Económicos Focados,3,Loyal Small,2,Senior,8,Price Upscale
840024487988,4,1,0,55-65 anos,ilha da madeira,litoral sul,5,Os Tradicionais Frequentes,4,Frequent Medium,3,Family With Young Adults,6,Neutral Ps
840025911963,2,1,0,55-65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,5,Frequent Small,5,Active Adults,2,High Ps
840030521911,3,1,1,25-35 anos,braga,litoral norte,4,Os Generalistas Disciplinados,2,Loyal Medium,4,Family With Kids,6,Neutral Ps
840039236311,3,1,0,45-55 anos,braga,litoral norte,6,Os Económicos Focados,3,Loyal Small,3,Family With Young Adults,5,Low Price/own Brand
840056390164,3,1,0,>=65 anos,beja,interior sul,4,Os Generalistas Disciplinados,7,Occasional Small,1,Family Supporters,2,High Ps
840079565167,2,0,0,>=65 anos,braga,litoral norte,5,Os Tradicionais Frequentes,7,Occasional Small,5,Active Adults,2,High Ps
840095821387,6,0,1,45-55 anos,santarém,interior centro,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
840100661700,3,1,1,35-45 anos,ilha da madeira,litoral sul,7,Os Promocionais Atentos,1,Loyal Large,4,Family With Kids,8,Price Upscale
840111435908,3,1,0,45-55 anos,na,NA,1,Os Saudáveis Exigentes,2,Loyal Medium,4,Family With Kids,1,Very High Ps
840128444583,3,1,0,45-55 anos,porto,litoral norte,3,Os Pais Práticos,4,Frequent Medium,4,Family With Kids,5,Low Price/own Brand
840129422105,3,1,0,45-55 anos,porto,litoral norte,2,Os Urbanos Sofisticados,3,Loyal Small,5,Active Adults,5,Low Price/own Brand
840141296791,1,1,1,25-35 anos,porto,litoral norte,6,Os Económicos Focados,4,Frequent Medium,5,Active Adults,5,Low Price/own Brand
840142097912,2,0,1,35-45 anos,porto,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,6,No Value,9,No Value
840152420819,4,0,1,>=65 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,6,Occasional Medium,2,Senior,4,Medium Ps
840174531008,1,0,1,55-65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,7,Occasional Small,3,Family With Young Adults,7,No Ps
840176746233,5,0,1,45-55 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840178798381,3,1,0,25-35 anos,évora,interior sul,6,Os Económicos Focados,4,Frequent Medium,5,Active Adults,6,Neutral Ps
840183136263,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840200238093,6,1,0,35-45 anos,setúbal,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840202637412,2,0,0,55-65 anos,braga,litoral norte,4,Os Generalistas Disciplinados,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
840207919605,1,0,1,35-45 anos,faro,sul,4,Os Generalistas Disciplinados,8,No Value,2,Senior,9,No Value
840208247179,0,0,1,35-45 anos,leiria,litoral centro,2,Os Urbanos Sofisticados,1,Loyal Large,5,Active Adults,2,High Ps
840209432390,0,1,0,25-35 anos,coimbra,litoral centro,6,Os Económicos Focados,4,Frequent Medium,5,Active Adults,6,Neutral Ps
840213068038,2,0,1,>=65 anos,leiria,litoral centro,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840217548444,0,1,0,25-35 anos,setúbal,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,3,Family With Young Adults,2,High Ps
840230254947,3,0,1,25-35 anos,viseu,interior norte,4,Os Generalistas Disciplinados,5,Frequent Small,3,Family With Young Adults,4,Medium Ps
840232155740,4,1,0,18-25 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,8,No Value,5,Active Adults,3,Medium-high Ps
840249206722,0,1,0,25-35 anos,porto,litoral norte,2,Os Urbanos Sofisticados,8,No Value,5,Active Adults,2,High Ps
840250619330,0,1,1,18-25 anos,santarém,interior centro,1,Os Saudáveis Exigentes,4,Frequent Medium,2,Senior,8,Price Upscale
840260721474,2,1,0,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,8,No Value,6,No Value,9,No Value
840261461423,3,1,1,25-35 anos,setúbal,litoral sul,3,Os Pais Práticos,6,Occasional Medium,4,Family With Kids,7,No Ps
840266419733,2,1,0,>=65 anos,viseu,interior norte,1,Os Saudáveis Exigentes,4,Frequent Medium,1,Family Supporters,8,Price Upscale
840274279077,1,1,0,25-35 anos,coimbra,litoral centro,3,Os Pais Práticos,6,Occasional Medium,5,Active Adults,1,Very High Ps
840274454870,0,1,0,45-55 anos,na,NA,1,Os Saudáveis Exigentes,8,No Value,5,Active Adults,2,High Ps
840284561810,1,1,0,25-35 anos,porto,litoral norte,2,Os Urbanos Sofisticados,4,Frequent Medium,5,Active Adults,5,Low Price/own Brand
840285951320,3,0,1,55-65 anos,viana do castelo,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840287546524,3,0,1,25-35 anos,lisboa,litoral sul,6,Os Económicos Focados,8,No Value,5,Active Adults,3,Medium-high Ps
840287582939,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840287792768,2,1,0,18-25 anos,faro,sul,3,Os Pais Práticos,5,Frequent Small,5,Active Adults,4,Medium Ps
840293022517,2,0,1,55-65 anos,porto,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,3,Family With Young Adults,4,Medium Ps
840294745354,0,0,1,25-35 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,2,High Ps
840300276186,0,1,0,>=65 anos,faro,sul,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,8,Price Upscale
840301297118,1,0,1,25-35 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,5,Active Adults,5,Low Price/own Brand
840303113280,2,0,1,18-25 anos,porto,litoral norte,4,Os Generalistas Disciplinados,3,Loyal Small,2,Senior,2,High Ps
840303305821,0,1,0,45-55 anos,porto,litoral norte,6,Os Económicos Focados,2,Loyal Medium,3,Family With Young Adults,3,Medium-high Ps
840304864327,0,0,1,55-65 anos,na,NA,7,Os Promocionais Atentos,7,Occasional Small,5,Active Adults,2,High Ps
840305235096,2,0,1,25-35 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
847000189013,0,0,1,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,8,No Value,2,Senior,2,High Ps
847002056122,0,1,0,55-65 anos,bragança,interior norte,3,Os Pais Práticos,6,Occasional Medium,5,Active Adults,2,High Ps
847002893298,3,0,1,55-65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,6,Occasional Medium,5,Active Adults,7,No Ps
847003387614,0,1,0,45-55 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,1,Loyal Large,5,Active Adults,1,Very High Ps
847005444025,0,0,1,35-45 anos,porto,litoral norte,7,Os Promocionais Atentos,5,Frequent Small,3,Family With Young Adults,8,Price Upscale
847006005072,4,1,1,35-45 anos,castelo branco,interior centro,3,Os Pais Práticos,2,Loyal Medium,4,Family With Kids,6,Neutral Ps
847009655127,0,0,1,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
847009669360,0,0,1,45-55 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,7,Occasional Small,5,Active Adults,4,Medium Ps
847099213473,2,1,1,25-35 anos,aveiro,litoral norte,1,Os Saudáveis Exigentes,6,Occasional Medium,4,Family With Kids,5,Low Price/own Brand
847100023538,0,0,0,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,4,Family With Kids,2,High Ps
847102539662,0,1,0,55-65 anos,porto,litoral norte,1,Os Saudáveis Exigentes,5,Frequent Small,2,Senior,4,Medium Ps
847102732452,0,1,0,35-45 anos,viana do castelo,litoral norte,5,Os Tradicionais Frequentes,2,Loyal Medium,4,Family With Kids,8,Price Upscale
847103595534,0,1,1,45-55 anos,leiria,litoral centro,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
847105197009,0,1,1,35-45 anos,ilha de são miguel,INSCO,4,Os Generalistas Disciplinados,5,Frequent Small,3,Family With Young Adults,6,Neutral Ps
847106639276,0,1,0,55-65 anos,coimbra,litoral centro,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
849407294168,1,0,1,35-45 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,4,Family With Kids,1,Very High Ps
849417233280,0,0,0,>=65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,6,Occasional Medium,6,No Value,1,Very High Ps
849419879148,0,0,0,25-35 anos,na,NA,7,Os Promocionais Atentos,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
849420867639,0,0,0,18-25 anos,na,NA,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,5,Low Price/own Brand
849422999709,0,0,0,45-55 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
849424461645,0,0,0,35-45 anos,na,NA,6,Os Económicos Focados,5,Frequent Small,5,Active Adults,3,Medium-high Ps
849424642723,0,1,0,18-25 anos,aveiro,litoral norte,3,Os Pais Práticos,5,Frequent Small,4,Family With Kids,5,Low Price/own Brand
849424758783,0,0,0,45-55 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
849426011473,0,0,0,25-35 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,7,No Ps
849428278560,0,0,0,25-35 anos,na,NA,6,Os Económicos Focados,4,Frequent Medium,5,Active Adults,3,Medium-high Ps
849429878445,0,0,0,18-25 anos,na,NA,6,Os Económicos Focados,4,Frequent Medium,3,Family With Young Adults,8,Price Upscale
849430669264,0,0,0,55-65 anos,na,NA,2,Os Urbanos Sofisticados,2,Loyal Medium,5,Active Adults,8,Price Upscale
849431234963,0,0,0,18-25 anos,na,NA,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,9,No Value
839904070807,1,1,0,35-45 anos,leiria,litoral centro,5,Os Tradicionais Frequentes,3,Loyal Small,4,Family With Kids,1,Very High Ps
839908618173,6,1,0,>=65 anos,lisboa,litoral sul,6,Os Económicos Focados,6,Occasional Medium,1,Family Supporters,6,Neutral Ps
